psc_code,psc_name
AG60,R&D-ENERGY - PETROLEUM
AG61,R&D- ENERGY: PETROLEUM (BASIC RESEARCH)
AG62,R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG63,R&D- ENERGY: PETROLEUM (ADVANCED DEVELOPMENT)
AG64,R&D- ENERGY: PETROLEUM (ENGINEERING DEVELOPMENT)
AG65,R&D- ENERGY: PETROLEUM (OPERATIONAL SYSTEMS DEVELOPMENT)
AG66,R&D- ENERGY: PETROLEUM (MANAGEMENT/SUPPORT)
AG67,R&D- ENERGY: PETROLEUM (COMMERCIALIZED)
AG70,R&D-ENERGY - SOLAR/PHOTOVOLTAIC
AG71,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (BASIC RESEARCH)
AG72,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG73,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ADVANCED DEVELOPMENT)
AG74,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (ENGINEERING DEVELOPMENT)
AG75,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (OPERATIONAL SYSTEMS DEVELOPMENT)
AG76,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (MANAGEMENT/SUPPORT)
AG77,R&D- ENERGY: SOLAR/PHOTOVOLTAIC (COMMERCIALIZED)
AG80,R&D-CONSERV OF ENERGY
AG81,R&D- ENERGY: CONSERVATION (BASIC RESEARCH)
AG82,R&D- ENERGY: CONSERVATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG83,R&D- ENERGY: CONSERVATION (ADVANCED DEVELOPMENT)
AG84,R&D- ENERGY: CONSERVATION (ENGINEERING DEVELOPMENT)
AG85,R&D- ENERGY: CONSERVATION (OPERATIONAL SYSTEMS DEVELOPMENT)
AG86,R&D- ENERGY: CONSERVATION (MANAGEMENT/SUPPORT)
AG87,R&D- ENERGY: CONSERVATION (COMMERCIALIZED)
AG90,R&D-OTHER ENERGY
AG91,R&D- ENERGY: OTHER (BASIC RESEARCH)
AG92,R&D- ENERGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AG93,R&D- ENERGY: OTHER (ADVANCED DEVELOPMENT)
AG94,R&D- ENERGY: OTHER (ENGINEERING DEVELOPMENT)
AG95,R&D- ENERGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AG96,R&D- ENERGY: OTHER (MANAGEMENT/SUPPORT)
AG97,R&D- ENERGY: OTHER (COMMERCIALIZED)
AH,Natural Resources and Environment R&D Services
AH10,R&D-POLLUTION CONT/ABATE
AH11,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; BASIC RESEARCH
AH12,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; APPLIED RESEARCH
AH13,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; EXPERIMENTAL DEVELOPMENT
AH14,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH15,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; WATER RESOURCES; R&D FACILITIES & MAJ EQUIP
AH16,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (MANAGEMENT/SUPPORT)
AH17,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (COMMERCIALIZED)
AH20,R&D-AIR POLLUTION
AH21,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; BASIC RESEARCH
AH22,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; CONSERVATION AND LAND MANAGEMENT; APPLIED RESEARCH
AH23,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MANAGEMENT; EXPERIMENTAL DEVELOPMENT
AH24,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MGMT; R&D ADMINISTRATIVE EXPENSES
AH25,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; CONSERVATION & LAND MGMT; R&D FACILITIES & MAJ EQUIP
AH26,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (MANAGEMENT/SUPPORT)
AH27,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (COMMERCIALIZED)
AH30,R&D-WATER POLLUTION
AH31,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; BASIC RESEARCH
AH32,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; APPLIED RESEARCH
AH33,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; EXPERIMENTAL DEVELOPMENT
AH34,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; RECREATIONAL RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH35,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; RECREATIONAL RESOURCES; R&D FACILITIES & MAJ EQUIP
AH36,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT)
AH37,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (COMMERCIALIZED)
AH40,R&D-NOISE POLLUTION
AH41,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; BASIC RESEARCH
AH42,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; POLLUTION CONTROL AND ABATEMENT; APPLIED RESEARCH
AH43,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; EXPERIMENTAL DEVELOPMENT
AH44,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D ADMINISTRATIVE EXPENSES
AH45,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; POLLUTION CONTROL & ABATEMENT; R&D FACILITIES & MAJ EQUIP
AH46,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (MANAGEMENT/SUPPORT)
AH47,R&D- ENVIRONMENTAL PROTECTION: NOISE POLLUTION (COMMERCIALIZED)
AH50,R&D-OTHER POLLUTION
AH51,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; BASIC RESEARCH
AH52,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; APPLIED RESEARCH
AH53,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; OTHER NATURAL RESOURCES; EXPERIMENTAL DEVELOPMENT
AH54,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D ADMINISTRATIVE EXPENSES
AH55,NATURAL RESOURCES & ENVIRONMENT R&D SVCS; OTHER NATURAL RESOURCES; R&D FACILITIES & MAJ EQUIP
AH56,R&D-OTHER POLLUTION-MGMT SUP
AH57,R&D-OTHER POLLUTION-COMERCLIZ
AH90,R&D-OTHER ENVIRONMENT
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)
AH92,R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AH93,R&D- ENVIRONMENTAL PROTECTION: OTHER (ADVANCED DEVELOPMENT)
AH94,R&D- ENVIRONMENTAL PROTECTION: OTHER (ENGINEERING DEVELOPMENT)
AH95,R&D- ENVIRONMENTAL PROTECTION: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AH96,R&D- ENVIRONMENTAL PROTECTION: OTHER (MANAGEMENT/SUPPORT)
AH97,R&D- ENVIRONMENTAL PROTECTION: OTHER (COMMERCIALIZED)
AJ,General Science and Technology R&D Services
AJ10,R&D-PHYSICAL SCIENCE
AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH
AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH
AJ13,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; EXPERIMENTAL DEVELOPMENT
AJ14,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES
AJ15,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D FACILITIES & MAJ EQUIP
AJ16,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (MANAGEMENT/SUPPORT)
AJ17,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (COMMERCIALIZED)
AJ21,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (BASIC RESEARCH)
AJ22,R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ23,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ADVANCED DEVELOPMENT)
AJ24,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (ENGINEERING DEVELOPMENT)
AJ25,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ26,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (MANAGEMENT/SUPPORT)
AJ27,R&D- GENERAL SCIENCE/TECHNOLOGY: MATHEMATICAL/COMPUTER SCIENCES (COMMERCIALIZED)
AJ31,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (BASIC RESEARCH)
AJ32,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ33,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ADVANCED DEVELOPMENT)
AJ34,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ35,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ36,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (MANAGEMENT/SUPPORT)
AJ37,R&D- GENERAL SCIENCE/TECHNOLOGY: ENVIRONMENTAL SCIENCES (COMMERCIALIZED)
AJ41,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (BASIC RESEARCH)
AJ42,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ43,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ADVANCED DEVELOPMENT)
AJ44,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (ENGINEERING DEVELOPMENT)
AJ45,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ46,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (MANAGEMENT/SUPPORT)
AJ47,R&D- GENERAL SCIENCE/TECHNOLOGY: ENGINEERING (COMMERCIALIZED)
AJ51,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (BASIC RESEARCH)
AJ52,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ53,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ADVANCED DEVELOPMENT)
AJ54,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (ENGINEERING DEVELOPMENT)
AJ55,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ56,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (MANAGEMENT/SUPPORT)
AJ57,R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (COMMERCIALIZED)
AJ61,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (BASIC RESEARCH)
AJ62,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ63,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ADVANCED DEVELOPMENT)
AJ64,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ65,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ66,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (MANAGEMENT/SUPPORT)
AJ67,R&D- GENERAL SCIENCE/TECHNOLOGY: PSYCHOLOGICAL SCIENCES (COMMERCIALIZED)
AJ71,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (BASIC RESEARCH)
AJ72,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ73,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ADVANCED DEVELOPMENT)
AJ74,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (ENGINEERING DEVELOPMENT)
AJ75,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ76,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (MANAGEMENT/SUPPORT)
AJ77,R&D- GENERAL SCIENCE/TECHNOLOGY: SOCIAL SCIENCES (COMMERCIALIZED)
AJ91,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (BASIC RESEARCH)
AJ92,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AJ93,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ADVANCED DEVELOPMENT)
AJ94,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (ENGINEERING DEVELOPMENT)
AJ95,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AJ96,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT)
AJ97,R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (COMMERCIALIZED)
AK,Commerce and Housing Credit R&D Services
AK10,R&D-HOUSING
AK11,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; BASIC RESEARCH
AK12,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; APPLIED RESEARCH
AK13,COMMERCE AND HOUSING CREDIT R&D SERVICES; COMMERCE AND HOUSING CREDIT; EXPERIMENTAL DEVELOPMENT
AK14,GENERAL SCIENCE & TECHNOLOGY R&D SVCS; GENERAL SCIENCE & TECHNOLOGY; R&D ADMINISTRATIVE EXPENSES
AK15,COMMERCE & HOUSING CREDIT R&D SVCS; COMMERCE & HOUSING CREDIT; R&D FACILITIES & MAJ EQUIP
AK16,R&D- HOUSING: HOUSING (MANAGEMENT/SUPPORT)
AK17,R&D- HOUSING: HOUSING (COMMERCIALIZED)
AL,Income Security R&D Services
AL10,R&D-EMPLOYMENT
AL11,INCOME SECURITY R&D SERVICES; INCOME SECURITY; BASIC RESEARCH
AL12,INCOME SECURITY R&D SERVICES; INCOME SECURITY; APPLIED RESEARCH
AL13,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPERIMENTAL DEVELOPMENT
AL14,INCOME SECURITY R&D SERVICES; INCOME SECURITY; R&D ADMINISTRATIVE EXPENSES
AL15,INCOME SECURITY R&D SERVICES; INCOME SECURITY; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AL16,R&D- INCOME SECURITY: EMPLOYMENT (MANAGEMENT/SUPPORT)
AL17,R&D- INCOME SECURITY: EMPLOYMENT (COMMERCIALIZED)
AL20,R&D-INCOME MAINT
AL21,R&D- INCOME SECURITY: INCOME MAINTENANCE (BASIC RESEARCH)
AL22,R&D- INCOME SECURITY: INCOME MAINTENANCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AL23,R&D- INCOME SECURITY: INCOME MAINTENANCE (ADVANCED DEVELOPMENT)
AL24,R&D- INCOME SECURITY: INCOME MAINTENANCE (ENGINEERING DEVELOPMENT)
AL25,R&D- INCOME SECURITY: INCOME MAINTENANCE (OPERATIONAL SYSTEMS DEVELOPMENT)
AL26,R&D- INCOME SECURITY: INCOME MAINTENANCE (MANAGEMENT/SUPPORT)
AL27,R&D- INCOME SECURITY: INCOME MAINTENANCE (COMMERCIALIZED)
AL90,R&D-OTHER INCOME SECURITY
AL91,R&D- INCOME SECURITY: OTHER (BASIC RESEARCH)
AL92,R&D- INCOME SECURITY: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AL93,R&D- INCOME SECURITY: OTHER (ADVANCED DEVELOPMENT)
AL94,R&D- INCOME SECURITY: OTHER (ENGINEERING DEVELOPMENT)
AL95,R&D- INCOME SECURITY: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AL96,R&D- INCOME SECURITY: OTHER (MANAGEMENT/SUPPORT)
AL97,R&D- INCOME SECURITY: OTHER (COMMERCIALIZED)
AM,International Affairs R&D Services
AM10,R&D-INTERNATIONAL AFFAIRS
AM11,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; BASIC RESEARCH
AM12,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; APPLIED RESEARCH
AM13,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; EXPERIMENTAL DEVELOPMENT
AM14,INTERNATIONAL AFFAIRS R&D SERVICES; INTERNATIONAL AFFAIRS; R&D ADMINISTRATIVE EXPENSES
AM15,INTERNATIONAL AFFAIRS R&D SVCS; INTERNATIONAL AFFAIRS; R&D FACILITIES & MAJ EQUIP
AM16,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (MANAGEMENT/SUPPORT)
AM17,R&D- INTERNATIONAL AFFAIRS AND COOPERATION (COMMERCIALIZED)
AN,N – Health R&D Services
AN10,R&D-BIOMEDICAL
AN11,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH
AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH
AN13,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPERIMENTAL DEVELOPMENT
AN14,HEALTH R&D SERVICES; HEALTH CARE SERVICES; R&D ADMINISTRATIVE EXPENSES
AN15,HEALTH R&D SERVICES; HEALTH CARE SERVICES; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AN16,R&D- MEDICAL: BIOMEDICAL (MANAGEMENT/SUPPORT)
AN17,R&D- MEDICAL: BIOMEDICAL (COMMERCIALIZED)
AN20,R&D-DRUG DEPENDENCY
AN21,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; BASIC RESEARCH
AN22,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; APPLIED RESEARCH
AN23,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPERIMENTAL DEVELOPMENT
AN24,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; R&D ADMINISTRATIVE EXPENSES
AN25,HEALTH R&D SERVICES; HEALTH RESEARCH AND TRAINING; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AN26,R&D- MEDICAL: DRUG DEPENDENCY (MANAGEMENT/SUPPORT)
AN27,R&D- MEDICAL: DRUG DEPENDENCY (COMMERCIALIZED)
AN30,R&D-ALCOHOL DEPENDENCY
AN31,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; BASIC RESEARCH
AN32,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; APPLIED RESEARCH
AN33,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; EXPERIMENTAL DEVELOPMENT
AN34,HEALTH R&D SERVICES; CONSUMER AND OCCUPATIONAL HEALTH AND SAFETY; R&D ADMINISTRATIVE EXPENSES
AN35,HEALTH R&D SVCS; CONSUMER & OCCUPATIONAL HEALTH & SAFETY; R&D FACILITIES & MAJ EQUIP
AN36,R&D- MEDICAL: ALCOHOL DEPENDENCY (MANAGEMENT/SUPPORT)
AN37,R&D- MEDICAL: ALCOHOL DEPENDENCY (COMMERCIALIZED)
AN40,R&D-HEALTH SVCS
AN41,HEALTH R&D SERVICES; HEALTH CARE - OTHER; BASIC RESEARCH
AN42,HEALTH R&D SERVICES; HEALTH CARE - OTHER; APPLIED RESEARCH
AN43,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPERIMENTAL DEVELOPMENT
AN44,HEALTH R&D SERVICES; HEALTH CARE - OTHER; R&D ADMINISTRATIVE EXPENSES
AN45,HEALTH R&D SERVICES; HEALTH CARE - OTHER; EXPENSES FOR R&D FACILITIES AND MAJOR EQUIPMENT
AN46,R&D- MEDICAL: HEALTH SERVICES (MANAGEMENT/SUPPORT)
AN47,R&D- MEDICAL: HEALTH SERVICES (COMMERCIALIZED)
AN50,R&D-MENTAL HEALTH
AN51,R&D- MEDICAL: MENTAL HEALTH (BASIC RESEARCH)
AN52,R&D- MEDICAL: MENTAL HEALTH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AN53,R&D- MEDICAL: MENTAL HEALTH (ADVANCED DEVELOPMENT)
AN54,R&D- MEDICAL: MENTAL HEALTH (ENGINEERING DEVELOPMENT)
AN55,R&D- MEDICAL: MENTAL HEALTH (OPERATIONAL SYSTEMS DEVELOPMENT)
AN56,R&D- MEDICAL: MENTAL HEALTH (MANAGEMENT/SUPPORT)
AN57,R&D- MEDICAL: MENTAL HEALTH (COMMERCIALIZED)
AN60,R&D-MED REHAB ENGINEERING
AN61,R&D- MEDICAL: REHABILITATIVE ENGINEERING (BASIC RESEARCH)
AN62,R&D- MEDICAL: REHABILITATIVE ENGINEERING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AN63,R&D- MEDICAL: REHABILITATIVE ENGINEERING (ADVANCED DEVELOPMENT)
AN64,R&D- MEDICAL: REHABILITATIVE ENGINEERING (ENGINEERING DEVELOPMENT)
AN65,R&D- MEDICAL: REHABILITATIVE ENGINEERING (OPERATIONAL SYSTEMS DEVELOPMENT)
AN66,R&D- MEDICAL: REHABILITATIVE ENGINEERING (MANAGEMENT/SUPPORT)
AN67,R&D- MEDICAL: REHABILITATIVE ENGINEERING (COMMERCIALIZED)
AN70,R&D-SPEC MED SVCS
AN71,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (BASIC RESEARCH)
AN72,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AN73,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ADVANCED DEVELOPMENT)
AN74,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (ENGINEERING DEVELOPMENT)
AN75,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)
AN76,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (MANAGEMENT/SUPPORT)
AN77,R&D- MEDICAL: SPECIALIZED MEDICAL SERVICES (COMMERCIALIZED)
AN81,R&D- MEDICAL: AIDS RESEARCH (BASIC RESEARCH)
AN82,R&D- MEDICAL: AIDS RESEARCH (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AN83,R&D- MEDICAL: AIDS RESEARCH (ADVANCED DEVELOPMENT)
AN84,R&D- MEDICAL: AIDS RESEARCH (ENGINEERING DEVELOPMENT)
AN85,R&D- MEDICAL: AIDS RESEARCH (OPERATIONAL SYSTEMS DEVELOPMENT)
AN86,R&D- MEDICAL: AIDS RESEARCH (MANAGEMENT/SUPPORT)
AN87,R&D- MEDICAL: AIDS RESEARCH (COMMERCIALIZED)
AN90,R&D-OTHER MEDICAL
AN91,R&D- MEDICAL: OTHER (BASIC RESEARCH)
AN92,R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AN93,R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT)
AN94,R&D- MEDICAL: OTHER (ENGINEERING DEVELOPMENT)
AN95,R&D- MEDICAL: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AN96,R&D- MEDICAL: OTHER (MANAGEMENT/SUPPORT)
AN97,R&D- MEDICAL: OTHER (COMMERCIALIZED)
AP,NATURAL RESOURCES R&D
AP10,R&D-NAT RESOURCE-AQUACUL
AP11,R&D-NAT RESOURCE-AQUACUL-RESEARCH
AP12,R&D-NAT RESOURCE-AQUACUL-EXPL DEV
AP13,R&D-NAT RESOURCE-AQUACUL-ADV DEV
AP14,R&D-NAT RESOURCE-AQUACUL-ENG DEV
AP15,R&D-NAT RESOURCE-AQUACUL-OPSY DEV
AP16,R&D-NAT RESOURCE-AQUACUL-MGMT SUP
AP17,R&D-NAT RESOURCE-AQUACUL-COMERCLIZ
AP20,R&D-NAT RESOURCE-LAND
AP21,R&D- NATURAL RESOURCE: LAND (BASIC RESEARCH)
AP22,R&D- NATURAL RESOURCE: LAND (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP23,R&D- NATURAL RESOURCE: LAND (ADVANCED DEVELOPMENT)
AP24,R&D- NATURAL RESOURCE: LAND (ENGINEERING DEVELOPMENT)
AP25,R&D- NATURAL RESOURCE: LAND (OPERATIONAL SYSTEMS DEVELOPMENT)
AP26,R&D- NATURAL RESOURCE: LAND (MANAGEMENT/SUPPORT)
AP27,R&D- NATURAL RESOURCE: LAND (COMMERCIALIZED)
AP30,R&D-NAT RESOURCE-MINERAL
AP31,R&D- NATURAL RESOURCE: MINERAL (BASIC RESEARCH)
AP32,R&D- NATURAL RESOURCE: MINERAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP33,R&D- NATURAL RESOURCE: MINERAL (ADVANCED DEVELOPMENT)
AP34,R&D- NATURAL RESOURCE: MINERAL (ENGINEERING DEVELOPMENT)
AP35,R&D- NATURAL RESOURCE: MINERAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AP36,R&D- NATURAL RESOURCE: MINERAL (MANAGEMENT/SUPPORT)
AP37,R&D- NATURAL RESOURCE: MINERAL (COMMERCIALIZED)
AP40,R&D-NAT RESOURCE-RECREATN
AP41,R&D- NATURAL RESOURCE: RECREATION (BASIC RESEARCH)
AP42,R&D- NATURAL RESOURCE: RECREATION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AP43,R&D- NATURAL RESOURCE: RECREATION (ADVANCED DEVELOPMENT)
AP44,R&D- NATURAL RESOURCE: RECREATION (ENGINEERING DEVELOPMENT)
